commercialCode,상권_코드_명,상권_구분_코드,상권_구분_코드_명,totalTrafficFoot,activeTrafficFoot,eveningTrafficFoot,nightTrafficFoot,ageTrafficFoot,totalSales,totalStores,openedStores,closedStores,franchiseStores,openedRate,closedRate,franchiseRate,totalConsumption
3110016,평창동동측,A,골목상권,36182,50.96456801724615,26.66519263722293,22.36471173511691,47.688215134597314,461930657.0,107,2,2,1,1.8691588785046727,1.8691588785046727,0.9345794392523363,1635958594.0
3110018,중앙고등학교,A,골목상권,449745,53.37713593258402,24.7366841210019,21.886402294633626,43.76473334889771,1091451046.0,163,7,5,4,4.294478527607362,3.067484662576687,2.4539877300613497,1569319603.0
3110019,창덕궁,A,골목상권,557426,61.16847796837607,27.985777484365638,10.845565151248776,46.56822609637871,2913129455.0,265,4,2,4,1.509433962264151,0.7547169811320755,1.509433962264151,266124846.0
3110020,서울국제고등학교,A,골목상권,1788799,43.048212795288904,26.29943330692828,30.652409801212993,36.78066121459147,2017740383.0,102,5,3,14,4.901960784313726,2.941176470588235,13.725490196078432,1893277180.0
3110021,성균관대학교,A,골목상권,1276719,46.01435398078982,32.29457695859465,21.69114738638651,36.63020993656396,2040934556.0,119,3,2,16,2.5210084033613445,1.680672268907563,13.445378151260504,1062083531.0
3110022,경신고등학교,A,골목상권,533908,46.37184683503525,27.164979734336253,26.463548027000904,40.709597908253855,1209940465.0,100,2,1,7,2.0,1.0,7.000000000000001,879563907.0
3110023,서울대병원,A,골목상권,405741,58.24109468848354,28.907603619057475,12.851055229814094,43.25760768569112,1469701344.0,35,1,2,11,2.857142857142857,5.714285714285714,31.428571428571427,430124011.0
3110024,혜회동주민센터,A,골목상권,258133,47.98921486210597,29.862512735682767,22.147885005016793,42.606001557336725,1771259899.0,104,1,5,5,0.9615384615384616,4.807692307692308,4.807692307692308,526235130.0
3110025,충신시장옆,A,골목상권,380861,51.07795232381368,25.44497861424509,23.477069061941233,47.358563885512034,786440904.0,57,0,2,1,0.0,3.508771929824561,1.7543859649122806,232818153.0
3110026,종로5가역 4번,A,골목상권,324994,58.223536434518785,27.46481473504126,14.311033434463404,49.14767657249057,1069035.0,38,1,2,1,2.631578947368421,5.263157894736842,2.631578947368421,76260454.0
3110027,혜화역 1번,A,골목상권,385582,46.60279784844728,34.88025893324896,18.517461914715934,41.35945142667448,450275111.0,67,3,2,1,4.477611940298507,2.9850746268656714,1.4925373134328357,1443674534.0
3110028,이화달팽이길,A,골목상권,2359706,45.101254139286844,26.936575997179308,27.96216986353385,48.915157227213896,4426531564.0,196,4,7,10,2.0408163265306123,3.571428571428571,5.1020408163265305,2099016363.0
3110029,동대문역 1번,A,골목상권,3086336,42.802889899220304,28.574789005474454,28.622321095305242,50.568899497656766,3193050537.0,161,6,4,7,3.7267080745341614,2.484472049689441,4.3478260869565215,2352986552.0
3110030,동대문역 3번,A,골목상권,145499,47.64843744630547,30.244194118172636,22.108743015415914,52.38609887353178,1500838148.0,32,2,1,2,6.25,3.125,6.25,202754119.0
3110031,창신역 1번,A,골목상권,63253,47.189856607591736,34.45686370606928,18.354860639021073,48.73800452152467,44888778.0,55,1,2,5,1.8181818181818181,3.6363636363636362,9.090909090909092,173868489.0
3110032,수족관거리,A,골목상권,111112,49.291705666354666,23.23421412628699,27.475880192958456,49.47777917776658,154561866.0,24,1,3,1,4.166666666666666,12.5,4.166666666666666,37011348.0
3110033,창신역 4번,A,골목상권,648123,46.227799352900604,31.317666554033725,22.45422550966406,48.693465592179265,473876056.0,103,1,2,7,0.9708737864077669,1.9417475728155338,6.796116504854369,771111000.0
3110034,창신1동주민센터,A,골목상권,308877,50.12674948280383,24.22291073793128,25.650987286201303,47.690828387999105,166615499.0,77,1,1,0,1.2987012987012987,1.2987012987012987,0.0,212483540.0
3110035,동묘앞역 2번,A,골목상권,1352717,42.25022676583498,27.18794840310279,30.56167698047707,49.98507817969317,739731119.0,134,1,4,13,0.7462686567164178,2.9850746268656714,9.701492537313433,1867544638.0
3110036,동묘앞역 3번,A,골목상권,332219,53.695303399263736,25.38024616292265,20.924751444077554,48.01864131792583,761097362.0,57,1,2,3,1.7543859649122806,3.508771929824561,5.263157894736842,173906013.0
3110037,신설동역 12번,A,골목상권,819565,42.891411907536316,29.392543605449234,27.716166502961936,48.46079932647197,731145247.0,102,3,8,7,2.941176470588235,7.8431372549019605,6.862745098039216,969598430.0
3110038,경향신문사,A,골목상권,27831,70.3963206496353,21.508389924903884,8.098882541051346,41.901476770507706,2687010516.0,50,0,3,13,0.0,6.0,26.0,120364348.0
3110039,회현역 1번,A,골목상권,85879,55.02043572934012,27.4514141990475,17.526985642590155,48.19723098778514,175713596.0,21,0,0,1,0.0,0.0,4.761904761904762,57559772.0
3110040,중구회현체육센터(정화예술대남산캠퍼스),A,골목상권,162045,57.673485760128365,26.83945817519825,15.487673177203865,47.411860902835635,1133004151.0,112,1,2,3,0.8928571428571428,1.7857142857142856,2.6785714285714284,1230137661.0
3110041,남산케이블카,A,골목상권,308603,57.15142108145417,24.44078638250438,18.40811657696134,42.7430873970765,5119219380.0,139,6,5,5,4.316546762589928,3.597122302158273,3.597122302158273,597007525.0
3110042,남산골공원옆,A,골목상권,181322,57.85067449068508,26.792115683700818,15.357761330671401,44.335215803928925,514385071.0,66,2,2,4,3.0303030303030303,3.0303030303030303,6.0606060606060606,1228216215.0
3110043,충무초등학교,A,골목상권,757621,50.0858608723887,24.942022462418546,24.972380649427617,39.32903786985841,6468234631.0,199,6,7,22,3.015075376884422,3.5175879396984926,11.055276381909549,1564568535.0
3110044,관성묘,A,골목상권,192581,57.88733052585665,25.32856304619874,16.785664214019036,43.536226315160896,411676629.0,41,0,1,0,0.0,2.4390243902439024,0.0,178946367.0
3110045,동대문역사문화공원역 5번,A,골목상권,663842,50.85396826353259,25.393843715823945,23.752037382389183,46.731180009701106,2282474827.0,104,4,2,4,3.8461538461538463,1.9230769230769231,3.8461538461538463,354161658.0
3110047,다산성곽길,A,골목상권,586191,42.99503062994826,26.46117050585901,30.5439694570541,44.699031544326,51285532.0,54,2,0,0,3.7037037037037033,0.0,0.0,1195911920.0
3110048,장충동주민센터,A,골목상권,920316,51.82176556747899,27.231190156424535,20.947261592757272,45.30728575836995,1048182269.0,154,2,2,2,1.2987012987012987,1.2987012987012987,1.2987012987012987,1413011253.0
3110049,장충단 고개,A,골목상권,630665,51.81070774499933,31.926934267796693,16.26251654999088,43.718709616040215,2387316344.0,138,4,3,8,2.898550724637681,2.1739130434782608,5.797101449275362,1079848128.0
3110050,약수역 7번,A,골목상권,449312,47.000970372480595,31.906336799373264,21.092915390641693,47.7875952567481,1287943438.0,50,1,0,1,2.0,0.0,2.0,793450199.0
3110051,한양공고앞 교차로,A,골목상권,950458,46.028020175536426,30.90994026037973,23.062144776518267,45.179092605880534,2378224925.0,66,2,2,3,3.0303030303030303,3.0303030303030303,4.545454545454546,667566496.0
3110052,장충초등학교,A,골목상권,620193,47.97554954667337,29.18204494407386,22.842405509252764,46.06986857316996,3713093478.0,181,5,5,6,2.7624309392265194,2.7624309392265194,3.314917127071823,797341566.0
3110053,청구역 1번,A,골목상권,1110433,46.28698894935579,28.376588231797868,25.336422818846344,47.605159428799396,2288385609.0,207,4,0,11,1.932367149758454,0.0,5.314009661835748,975466676.0
3110054,청구역 3번,A,골목상권,1043509,45.264870739016146,29.185181919849278,25.550043171644905,44.41288000390988,9522446354.0,258,7,5,15,2.7131782945736433,1.937984496124031,5.813953488372093,2007417767.0
3110055,황학동벼룩시장,A,골목상권,489568,45.54974998365906,26.120375514739525,28.32967023988496,45.468729573828355,712053575.0,110,2,1,1,1.8181818181818181,0.9090909090909091,0.9090909090909091,183778794.0
3110056,신당역 3번,A,골목상권,1564547,45.65762485882495,31.64174678037796,22.70069227706167,47.14006354555025,4851694030.0,403,10,14,13,2.481389578163772,3.4739454094292808,3.225806451612903,2345870071.0
3110057,황학코아루아파트,A,골목상권,766352,45.162405787418834,28.53140593356578,26.30631876735495,43.43381370440738,3272494055.0,121,2,3,12,1.6528925619834711,2.479338842975207,9.917355371900827,995897832.0
3110058,성심여자고등학교,A,골목상권,1640931,47.87910033998992,27.298405600235476,24.822494059774602,45.624176153659114,15700234942.0,263,2,6,13,0.7604562737642585,2.2813688212927756,4.942965779467681,2194575007.0
3110059,새남터성지,A,골목상권,565383,41.24496138016177,28.022420200112137,30.73279529097974,48.67478328849647,1831257135.0,124,1,1,9,0.8064516129032258,0.8064516129032258,7.258064516129033,1460700558.0
3110060,효창공원앞역 6번,A,골목상권,704569,46.39375277652012,31.53019789403167,22.076049329448217,47.26564041279136,3586154396.0,161,2,6,12,1.2422360248447204,3.7267080745341614,7.453416149068323,1779795689.0
3110061,효창동주민센터,A,골목상권,1243465,42.676070496555994,29.570755911907455,27.753093171098502,45.98261712231547,1122417099.0,105,3,4,4,2.857142857142857,3.8095238095238098,3.8095238095238098,2000862980.0
3110062,한강로동땡땡거리(은행나무길),A,골목상권,816371,51.24373599748153,29.12781076250871,19.628575733336927,44.14304280774305,7918190854.0,261,9,7,5,3.4482758620689653,2.681992337164751,1.9157088122605364,776318976.0
3110063,효창공원앞역 5번,A,골목상권,872284,44.85121818123455,29.10669002297417,26.04209179579128,44.766268784019886,10846722002.0,260,3,2,12,1.153846153846154,0.7692307692307693,4.615384615384616,1162886145.0
3110064,효창공원앞역 2번,A,골목상권,1273119,43.26264866049442,27.911373563665297,28.82605632309313,43.1702142533416,5611439437.0,173,5,2,17,2.8901734104046244,1.1560693641618496,9.826589595375722,1617004489.0
3110065,남정초등학교,A,골목상권,62417,56.49102007465915,29.181152570613776,14.327827354727077,44.12251469952096,38106790412.0,63,2,2,2,3.1746031746031744,3.1746031746031744,3.1746031746031744,115479057.0
3110066,서울역 15번,A,골목상권,1524865,45.50133946283769,28.60266318657717,25.89599735058513,45.50243792073397,4519757923.0,189,2,5,11,1.0582010582010581,2.6455026455026456,5.82010582010582,1451433018.0
3110067,배문고등학교,A,골목상권,2141481,42.2888178788418,26.822278600650673,30.88885682385228,44.893477924856676,1355633102.0,192,11,5,8,5.729166666666666,2.604166666666667,4.166666666666666,4042325194.0
3110068,남영역 1번,A,골목상권,1699305,47.30298563236147,27.401849579681105,25.29522363554512,41.125927952898394,7716526551.0,301,6,10,17,1.9933554817275747,3.322259136212625,5.647840531561462,1394945162.0
3110069,숙대입구,A,골목상권,2108215,48.5831853013094,30.20915798436118,21.20765671432942,39.499652549668795,14620904348.0,429,26,15,75,6.0606060606060606,3.4965034965034967,17.482517482517483,2091408330.0
3110070,용산세무서,A,골목상권,54085,52.275122492373114,30.089673661828602,17.637052787279284,43.03050753443654,229727339.0,36,2,0,2,5.555555555555555,0.0,5.555555555555555,126079583.0
3110071,한강미주맨션아파트,A,골목상권,49582,47.089669638175145,31.198822153200755,21.705457625751283,48.49985881973297,1214436936.0,75,1,1,3,1.3333333333333335,1.3333333333333335,4.0,160286532.0
3110072,열정도,A,골목상권,311050,52.151422600868024,28.406044044365856,19.442854846487702,41.968059797460214,3607315724.0,87,1,2,2,1.1494252873563218,2.2988505747126435,2.2988505747126435,164351561.0
3110073,삼각지역 3번,A,골목상권,242459,49.243377230789534,27.899974841107156,22.856647928103307,41.010954429408685,224973489.0,109,5,3,1,4.587155963302752,2.7522935779816518,0.9174311926605505,171521415.0
3110074,서울역 12번,A,골목상권,747111,45.38977474565359,26.859998045805778,27.750494906379373,47.80670476006912,9285341119.0,212,3,3,24,1.4150943396226416,1.4150943396226416,11.320754716981133,1534781017.0
3110075,숙대입구역 1번,A,골목상권,879599,47.25380542724583,28.310627911127682,24.435452973457224,47.04804689409606,2141218293.0,123,1,3,16,0.8130081300813009,2.4390243902439024,13.008130081300814,1617334839.0
3110076,삼각지역 14번,A,골목상권,73933,42.86448541246804,28.80175293847132,28.333761649060634,41.7233170573357,846147601.0,25,0,0,3,0.0,0.0,12.0,12729189.0
3110077,삼광초등학교,A,골목상권,523323,42.032740773862415,28.405783808470105,29.561666504243078,46.892769857239216,1572658874.0,76,1,2,7,1.3157894736842104,2.631578947368421,9.210526315789473,701686243.0
3110078,이촌동점보아파트,A,골목상권,86144,48.46768202080238,31.783989598811292,19.747167533432393,44.52817375557206,2573678168.0,72,1,3,8,1.3888888888888888,4.166666666666666,11.11111111111111,280907628.0
3110079,후암동주민센터,A,골목상권,1959872,41.37652867126017,26.553417774221987,32.07000253077752,45.758702609149985,7619263305.0,364,12,7,22,3.296703296703297,1.9230769230769231,6.043956043956044,5816513606.0
3110080,해방촌예술마을,A,골목상권,1690562,41.60279244416946,30.611477130090464,27.78573042574008,45.79729699354416,2554393090.0,170,5,4,10,2.941176470588235,2.3529411764705883,5.88235294117647,1988754967.0
3110081,해방촌 남동측,A,골목상권,1654677,43.9007733835667,27.632764581848907,28.46652246933994,45.03659626621993,7870205938.0,241,12,14,15,4.979253112033195,5.809128630705394,6.224066390041494,1722026054.0
3110082,용산구청,A,골목상권,367347,45.75728126267535,34.38547204686577,19.857518912635737,42.17558602629122,5850883364.0,164,4,6,3,2.4390243902439024,3.6585365853658534,1.8292682926829267,793578005.0
3110083,서빙고역 1번,A,골목상권,98754,47.60617291451486,27.801405512688092,24.594446807217935,46.582366283897365,459399543.0,75,1,2,5,1.3333333333333335,2.666666666666667,6.666666666666667,458293529.0
3110084,경리단길북측,A,골목상권,963546,42.931837193034895,29.132703576165536,27.935563014116603,44.76074831922918,6566499532.0,372,8,11,17,2.1505376344086025,2.956989247311828,4.56989247311828,1886525027.0
3110085,경리단길남측,A,골목상권,1286160,45.53469241773963,28.968091061765257,25.497294271319277,43.45551486595758,7559664638.0,331,4,6,14,1.2084592145015105,1.812688821752266,4.229607250755287,2188939195.0
3110087,이태원엔틱가구거리,A,골목상권,217285,44.65011390569989,30.257035690452632,25.09239017879743,43.84943737487632,937035059.0,127,2,1,1,1.574803149606299,0.7874015748031495,0.7874015748031495,738082090.0
3110088,오산고등학교,A,골목상권,386445,42.79418804745824,27.232077009665023,29.974252480948127,43.10982157874989,923809788.0,86,3,2,7,3.488372093023256,2.3255813953488373,8.13953488372093,1192315963.0
3110089,서빙고동주민센터,A,골목상권,474539,44.80053272755242,26.8976838573858,28.301572684226166,46.41720701565098,1515602037.0,59,1,1,2,1.694915254237288,1.694915254237288,3.389830508474576,1615979283.0
3110090,한국폴리텍대학서울정수캠퍼스,A,골목상권,609971,44.6726155833638,28.4769275916396,26.85012894055619,45.320334901167435,1231400232.0,105,2,2,11,1.9047619047619049,1.9047619047619049,10.476190476190476,1346925170.0
3110091,리움미술관,A,골목상권,219334,57.680979693070846,31.700511548597117,10.618508758332041,39.87366299798481,1791432121.0,74,2,1,3,2.7027027027027026,1.3513513513513513,4.054054054054054,285909396.0
3110092,NH농협은행 보광동지점,A,골목상권,785573,41.69720700685996,29.23903952910805,29.064008055266665,47.32081550664292,2534306561.0,141,4,1,8,2.8368794326241136,0.7092198581560284,5.673758865248227,1781029608.0
3110093,우사단길,A,골목상권,2423867,44.4278914643419,28.21920509664928,27.352903439008823,44.53891447014213,7509142659.0,358,5,14,10,1.3966480446927374,3.910614525139665,2.793296089385475,3403698511.0
3110094,오산중학교,A,골목상권,65267,50.54621784362695,30.1408062267302,19.30991159391423,45.01708367168707,1176849417.0,41,1,2,1,2.4390243902439024,4.878048780487805,2.4390243902439024,159791487.0
3110095,한강진역 3번,A,골목상권,473992,47.6742223497443,29.73003763776604,22.59531806443991,42.08350562878698,7252899690.0,267,8,8,7,2.9962546816479403,2.9962546816479403,2.6217228464419478,1514634303.0
3110096,한남힐사이드아파트,A,골목상권,233226,52.09539245195647,33.28359616852323,14.621011379520294,41.527488358930825,493922212.0,73,5,1,2,6.8493150684931505,1.36986301369863,2.73972602739726,694524729.0
3110098,서울독일학교,A,골목상권,87287,51.778615372277656,28.867987214590947,19.354543059103875,44.38570462955538,3068405625.0,74,3,5,2,4.054054054054054,6.756756756756757,2.7027027027027026,237450148.0
3110099,유엔빌리지길,A,골목상권,233616,48.070765700979386,30.627611122525856,21.30076707074858,46.38472964180536,616966188.0,109,2,1,3,1.834862385321101,0.9174311926605505,2.7522935779816518,1353322823.0
3110102,옥수역 6번,A,골목상권,492715,52.8078097886202,32.192849821905156,14.99954334655937,45.48628517499974,2954615217.0,144,1,1,26,0.6944444444444444,0.6944444444444444,18.055555555555554,252903110.0
3110103,옥수터널,A,골목상권,298467,42.406028137113985,29.63376185641964,27.959874961050968,46.419403150097,62306970.0,34,0,0,4,0.0,0.0,11.76470588235294,194443882.0
3110104,신금호역 4번,A,골목상권,1212951,39.62254039940608,28.77337996341155,31.604079637182377,47.62888195813351,1115721208.0,91,3,5,5,3.296703296703297,5.4945054945054945,5.4945054945054945,1928005256.0
3110105,금동어린이공원,A,골목상권,790796,41.497554362945685,31.99345975447524,26.509238792305474,46.758057703883175,1569033730.0,132,2,2,8,1.5151515151515151,1.5151515151515151,6.0606060606060606,1619463514.0
3110106,금북초등학교,A,골목상권,175090,43.42852247415615,31.65057970186761,24.921468958821176,46.94579930321549,552247801.0,37,2,0,4,5.405405405405405,0.0,10.81081081081081,448847476.0
3110107,금호사거리,A,골목상권,70234,48.14334937494661,34.44912720334881,17.40752342170459,47.42581940370761,1206638991.0,52,2,1,3,3.8461538461538463,1.9230769230769231,5.769230769230769,216936515.0
3110109,금호삼성래미안아파트,A,골목상권,314520,46.82086989698588,32.836703548264026,20.342108609945313,44.35298232226885,1356028943.0,129,3,4,11,2.3255813953488373,3.10077519379845,8.527131782945736,209484211.0
3110110,상왕십리역 6번,A,골목상권,999282,44.062136614088914,30.864160467215463,25.074003134250393,43.804621718393804,963511026.0,96,1,0,9,1.0416666666666665,0.0,9.375,1025524033.0
3110112,행당역 2번,A,골목상권,779887,42.89518866194718,28.599527880321123,28.505283457731696,43.76924477520461,5095625412.0,111,3,7,21,2.7027027027027026,6.306306306306306,18.91891891891892,1692234915.0
3110113,응봉산,A,골목상권,156166,47.25740558124048,28.44281085511571,24.29850287514568,44.81426815055774,434863531.0,56,1,0,4,1.7857142857142856,0.0,7.142857142857142,789172732.0
3110114,왕십리파출소,A,골목상권,402236,46.99504768344951,32.124424467228195,20.881025069859486,46.913789417158085,4631877207.0,110,0,3,5,0.0,2.727272727272727,4.545454545454546,319484780.0
3110115,상왕십리역 3번,A,골목상권,713401,46.94891092106683,31.164520374936394,21.886148183139635,44.323669296791,4112253909.0,198,3,1,8,1.5151515151515151,0.5050505050505051,4.040404040404041,909916791.0
3110116,청계천박물관,A,골목상권,602127,47.39249361015201,25.917455951983552,26.690382593705316,48.394466615846824,374282877.0,196,0,2,1,0.0,1.0204081632653061,0.5102040816326531,1029149453.0
3110117,성동구보건소,A,골목상권,448670,47.32743441727773,27.74801078743843,24.92433191432456,47.419350524884656,878545728.0,78,1,2,2,1.282051282051282,2.564102564102564,2.564102564102564,524998968.0
3110118,왕십리역 9번,A,골목상권,1130699,46.42650254400154,30.90398063498774,22.66951682101072,42.383848398203234,4972432490.0,150,2,0,22,1.3333333333333335,0.0,14.666666666666666,515886079.0
3110120,서울숲카페거리,A,골목상권,342276,51.95660811742571,29.429466278675687,18.61450992766072,41.713953067115426,417000000.0,143,7,7,1,4.895104895104895,4.895104895104895,0.6993006993006993,565691515.0
3110121,한양대역 4번,A,골목상권,218168,43.5861354552455,26.82657401635437,29.587748890763084,36.82749074108027,1294474308.0,57,2,2,13,3.508771929824561,3.508771929824561,22.807017543859647,451382057.0
3110122,마장역 2번,A,골목상권,322625,49.57396358000775,31.02456412243317,19.401472297559085,45.84201472297559,7046328393.0,192,4,6,15,2.083333333333333,3.125,7.8125,569859649.0
3110123,마장역 3번,A,골목상권,868941,45.21952583662182,28.68376564116551,26.09670852221267,46.38672821284759,2867327745.0,152,3,3,5,1.9736842105263157,1.9736842105263157,3.289473684210526,1068633264.0
3110124,뚝섬역교차로,A,골목상권,203092,53.846532605912586,30.03761841923857,16.116341362535206,43.64098536623796,2154473796.0,185,7,7,7,3.783783783783784,3.783783783783784,3.783783783783784,426644891.0
3110125,사근동살곶이상점가,A,골목상권,913627,43.70700515637125,25.41288731615856,30.880216981328267,36.469653370576836,2581909769.0,114,3,2,13,2.631578947368421,1.7543859649122806,11.403508771929824,2207499924.0
3110126,서울숲역 1번,A,골목상권,303543,57.558566661066145,29.88143360248795,12.560329179061947,40.192526264812564,138772213.0,32,3,3,4,9.375,9.375,12.5,397341358.0
3110127,성수1가1동주민센터,A,골목상권,157495,53.10517794215689,26.207816121146703,20.687005936696405,39.89520302231817,1376231739.0,131,3,0,5,2.2900763358778624,0.0,3.816793893129771,153848864.0
3110128,성원중학교,A,골목상권,1281708,44.454119034912786,28.230298944845472,27.31558202024174,47.26652248406033,15054858458.0,477,12,23,22,2.515723270440252,4.821802935010482,4.612159329140461,4070992102.0
3110129,성원어린이공원,A,골목상권,194909,46.450907859565234,26.138351743634207,27.409714276918972,43.92724296979616,1420576034.0,180,2,3,9,1.1111111111111112,1.6666666666666667,5.0,536029154.0
3110130,답십리역 6번,A,골목상권,599537,44.29985138531901,30.60561733470995,25.094531279971044,46.9187723193064,51367320.0,44,1,1,1,2.272727272727273,2.272727272727273,2.272727272727273,821791392.0
3110131,성수동카페거리,A,골목상권,824579,59.28637522905629,27.788847399703364,12.924777371240353,39.62295911004282,40491559697.0,485,22,14,17,4.536082474226804,2.88659793814433,3.5051546391752577,1602323628.0
3110132,성수2가3동주민센터,A,골목상권,486949,50.29376793052249,25.65053013765302,24.055907292139423,44.056636321257464,560753057.0,129,3,3,3,2.3255813953488373,2.3255813953488373,2.3255813953488373,952107247.0
3110133,서울교통공사,A,골목상권,406255,46.20029291947176,27.241510873712322,26.558442357632522,47.48500326149832,1034846199.0,83,0,1,2,0.0,1.2048192771084338,2.4096385542168677,522124617.0
3110134,성수119안전센터,A,골목상권,1423013,45.33521478721558,30.58629822777445,24.0784167115831,47.273752945335005,4519977688.0,309,10,13,14,3.2362459546925564,4.207119741100324,4.53074433656958,2936426722.0
3110135,성동세무서,A,골목상권,285908,56.9295017977811,25.72820627614477,17.34124263749178,43.729416455643076,1266563428.0,159,4,4,3,2.515723270440252,2.515723270440252,1.8867924528301887,453428765.0
3110136,경수초등학교,A,골목상권,1106302,52.87516428606294,29.08048616019857,18.044530336201145,43.70053113887528,14131320790.0,463,25,11,19,5.399568034557236,2.375809935205184,4.103671706263499,1330547106.0
3110137,성수초등학교,A,골목상권,1485615,56.23132507412755,24.74604793301091,19.022694305052116,42.49903911847955,26278093745.0,632,11,15,44,1.740506329113924,2.3734177215189876,6.962025316455696,1510657423.0
3110138,송정체육공원,A,골목상권,973509,45.16691679275692,28.09640177954184,26.73657870651427,43.89099124918208,1991730200.0,171,11,4,5,6.432748538011696,2.3391812865497075,2.923976608187134,1285313918.0
3110139,자양4동주민센터,A,골목상권,2122395,41.597629093547624,31.3059538870003,27.09641701945208,46.36964608378742,4268515898.0,284,5,6,15,1.7605633802816902,2.112676056338028,5.28169014084507,1598822707.0
3110140,건대입구역 6번,A,골목상권,2530684,42.300579606146,31.1652106703168,26.53409117851142,45.12897501228917,9565765557.0,380,13,19,20,3.421052631578948,5.0,5.263157894736842,3143153809.0
3110141,건대입구역 1번,A,골목상권,1861092,40.19801277959392,32.76538720278202,27.036546285729024,36.742377593369916,2872714486.0,115,6,5,8,5.217391304347826,4.3478260869565215,6.956521739130435,956074750.0
